"pitch_z" "intensity_z" "hrf_z" "alpha_z" "cpps_z" "vq_all" "pitch_int"
68.2292356703683 84.3185968463122 0.224766051974257 1.97857746271347 31.1833474186433 34.605917730798 164.386447115991
36.1088399682722 88.5925937160546 0.108111012491463 7.63752247884167 32.4480911004512 45.7068020730148 133.89244342937
101.857710362325 88.4051470092872 5.20140881479074 1.44477837455179 25.5177490324249 24.7282007264948 198.814409757155
50.2280531409406 78.8865856809953 2.7409192291434 0.960170812581964 49.6290390362692 47.9000801295379 152.801998634908
78.8499872882257 104.322772274774 2.30274169176391 4.00929497289417 36.9363261911149 45.5442535955799 206.505400876768
68.1865925816055 85.8007163230714 5.69044020555521 -1.03811137483353 52.2305943736901 53.2656917762897 177.404042581495
63.4647114306144 95.1844350412293 2.37265113736612 -0.473436999325713 49.346634418921 49.1339322705262 172.162045053906
62.1036497530813 81.2230867078342 2.43033273261062 7.63848590526322 21.4318088644877 25.7454198456762 152.33145225279
84.1565655394443 103.736686611576 13.2117002423884 0.226585634024559 32.3346653025719 34.6080087722466 192.936195261053
84.5292844458099 111.10704916345 9.02993288132984 4.3980780288457 42.7518036008896 46.4798300003476 206.256905137994
102.285411019628 81.1248143747653 14.5111558244134 2.10906400990643 33.8310836982446 46.1709367242984 187.562068610428
95.6319425871607 93.1990086559599 6.70939443301631 -1.2252344401104 26.8867448424662 25.8618409334822 202.127818528907
44.8759257005649 89.0023611519728 4.38624494000123 -1.00655772128903 47.5010736917147 48.8188351828985 149.065781569906
95.056680792336 64.3093290955067 2.52919400803057 0.351068963718717 36.0464769855216 39.8076406919772 179.447747045827
79.2001904777453 46.7105363261926 21.5361515322465 8.24240385687881 66.9040763940884 74.0907972937248 135.924442854148
70.6959169510328 114.281241505345 5.83777824456592 15.8726045685316 54.2879423713166 82.0062814820049 200.289899391342
63.5333736216999 89.5026691424164 0.18108013350502 3.73210618642679 29.7004707463702 32.4101666265988 155.185344124287
60.1644038127979 94.8711259602624 8.69715490603903 -1.66726811609897 60.7482405594938 61.8476713834652 169.091312670645
75.7603467339986 74.7704545409706 2.29262582157207 7.72839303801175 30.4186300016918 42.2394685583322 161.955148383823
84.9681399195842 82.83329958987 10.0084455476745 7.98998545617724 51.7124590530366 56.3398541645302 178.924492790591
76.1348642822404 76.1750963931618 2.05993081471297 7.31972676548685 46.0463777800051 52.7874453846289 171.852340199267
65.5217592757317 65.4297717911231 0.205542431177491 1.27911411932746 25.4018104541001 25.3131952287049 140.840835567402
90.4157270148798 71.4568716719368 1.68380232727122 2.35695385262989 39.9922845700685 40.2046919223658 172.930147397891
87.3824684610972 101.054814476604 3.7689553363407 1.75040921402797 40.1811711931032 42.0462366683159 191.208743767273
86.7508013799279 120.142311278046 2.81651634417813 5.17241709412247 57.1409023720717 60.5724566612962 231.284604074871
67.4518463871627 82.8592971269072 3.63120071185131 -0.357734000769597 46.4921249177796 44.3841456005621 157.767460932466
84.0974605118672 88.2627296373503 4.7334330741769 4.26962270827789 25.2338100894076 29.3025069883824 184.343830495983
49.9700747212819 113.859973661871 1.5575988174287 -1.68549055278345 30.4166658461445 28.7977075648796 171.23068302162
74.9935922285395 88.1019278112644 6.61583338814762 -0.0832244546954826 36.6493798072024 37.6944702484006 168.737732148601
46.2072634259976 55.996899401347 2.26740113797769 -1.16813335062761 48.9035335746112 47.942356461449 111.927103209122
68.4915926381755 170.324561512266 3.49224347348354 -0.46283028785092 29.2340240943195 28.7691777135324 241.309458463758
80.8728532583164 72.3597972139196 12.8013028918476 10.1380574599789 77.1801175738619 86.6492535069156 171.458862384899
64.2151235894253 80.0715812330664 -1.89458992059099 -0.614886866273082 33.2118422053418 35.3247006846932 150.40011250227
75.47029542378 75.0316061560015 7.29783932829923 -1.49805002552148 45.4657186295963 44.1837495843101 155.969873192937
74.5801632213725 101.34888681249 0.999675982491681 -0.488286370734386 19.236636787351 16.6384863238472 180.02880349503
67.2020148368129 82.7773772509363 12.0270731713927 -1.0549627637256 36.6941009960137 38.8160961342319 159.731512179101
77.7788438928828 75.2921570804301 -1.76017493689142 -0.0352738081192001 25.2850767307937 25.5194974977885 161.938128714229
68.8969405341759 90.1808184023985 -1.53974735910288 -1.24831044558869 19.4197393777567 17.700648765589 168.08387137193
38.2058187798248 107.582886189475 9.20444192629202 0.0943769272635109 50.6494423059557 58.1302166664827 155.706493431969
60.9135320641417 119.706050438197 5.39988688569611 -0.368323586058978 53.0840945872906 51.8232765713392 188.364084884245
59.3159144110004 100.705840112872 2.50523095941298 -1.09919846607136 37.7293510656682 37.6104503982424 170.721850339569
95.7315045276928 84.2798002451682 16.8389009037501 2.37726729444694 58.0420980490817 61.7567976363162 194.830008436324
87.9993550094177 84.2317412059565 7.46881535499142 6.08717396270913 35.6085624347497 41.4601069980799 185.746540411936
58.9077599336351 116.042781843939 -1.54883921982946 1.02254315983282 24.1906043014797 24.6579583198027 187.728359286609
79.8738025640423 88.9098505283755 4.34157773907009 8.22110142394376 33.4694112311063 45.107645684956 174.446905653629
110.804670104753 107.882510777627 6.15147650291237 0.0725897720794819 35.0433162810714 32.894321344922 230.570048785911
81.6338424561727 70.2289703604038 3.93155812692021 3.78379207543821 43.8458045298858 47.2617175675741 155.497048915728
92.5100949394391 67.7517712714998 18.4920592823555 -1.12444096426862 49.4183389799919 56.2290752118925 168.351467752545
66.3129519295153 84.910645320816 5.1921588151763 4.60886088063307 65.8470696596332 71.6608140787284 164.68429602272
78.3608490839079 104.534104377394 7.76115949159612 -1.88888530147051 60.2362720197289 60.8513471901379 193.81498769497
58.8360801343033 96.1471105535484 5.71904296341927 5.50156485108346 67.9402443596455 72.3282951834235 170.169489334747
57.5348657475024 97.7885421208366 -0.190413646539128 1.41970190711072 36.4848388036071 36.6503808277612 169.239499607537
60.2162309447031 67.690527294978 4.44797409238436 1.73945659948004 43.5668858757572 43.3848493143851 133.859431203739
70.84920407134 70.9360651479437 -0.431495764877582 1.31533845564445 47.9265036165662 50.2251162488665 152.213120836117
52.7760997525174 88.5096032234314 5.77584313376337 12.9532969930769 30.1626075794575 46.2460958366246 149.240658657403
53.1776823692016 65.9917485752358 2.62829859692556 -1.09905658534262 40.1901067608032 38.2930401539807 133.287298034559
96.5853269371337 110.467249303987 6.82713408599102 4.09595706325399 37.5256612181493 41.0205849678869 229.696121136571
102.509890710974 99.2517245013541 12.7507152283706 6.90519352769661 51.8344874133463 54.6126691602867 213.379868816322
67.4520480554202 77.239406265795 0.687251905037556 1.89396787247733 42.5794622095227 42.7936261193781 154.600455923681
61.2280161334993 49.0457329679348 -1.28803476350731 0.306766825727209 36.6298260381827 37.2366537055259 118.245392984077
